,SS-15-5737 (14-5753),SB-17-1212,SB-17-4207,SB-18-831,SB-18-702,SB-18-1188,S17-64584-1B,SB-19-2801,SS-18-7192 (S8-1249)
HSPE1,1.007343318462372,1.249452996253967,1.0407707571983338,0.7706158339977264,1.078742609024048,0.9493937873840332,1.033379547595978,0.8328111577033998,0.96114577293396
RPS6KA3,1.109713740348816,0.9839573836326598,1.0730348658561706,1.1502586245536803,1.0163733339309693,1.1444359636306762,1.0795671725273133,1.2093496322631836,1.1635752630233764
CUTA,1.2423955821990966,1.165091609954834,1.2016459941864013,1.205565710067749,1.141382884979248,1.132619490623474,1.1152914428710938,1.1625973224639892,1.234904236793518
PSEN1,1.0970438861846925,0.9767888402938842,0.991599600315094,1.0023057770729065,1.0205421257019045,1.0652980756759642,1.0080039858818055,1.0682600140571594,1.0421946811676026
LTBP4,1.3122107219696044,1.0623947882652285,1.2724804210662843,1.411762337684631,1.3779825735092162,1.3756457710266112,1.3891541242599488,1.6039384412765505,1.5421838998794557
MYC,0.6992505240440368,1.1082808113098144,0.9369368982315064,0.5315578806400298,1.264842004776001,0.9139900851249694,1.072176418304443,0.7797970271110535,0.8036200046539307
UBE2K,0.9816096138954162,1.150031499862671,1.094397110939026,1.07753347158432,1.143173589706421,1.0326027393341064,0.9865204429626464,0.965028624534607,0.9514312624931336
UBL5,1.0582945013046263,1.1650080156326292,1.1401181793212891,0.8254850459098815,1.0910809779167177,1.0548144650459288,1.1276627683639524,1.011823296546936,1.0204035329818724
SRI,1.3367447900772094,1.129160962104797,1.1230626249313354,1.0142400884628298,1.1354939913749695,1.2361675262451173,1.0899423933029175,1.1938454961776734,0.9891331362724304
SAP18,1.0451485633850095,1.1116396379470823,1.0185376691818238,0.8016597557067872,0.9436280632019044,1.06369478225708,0.9567147397994996,1.020723030567169,0.9074043416976928
GSTO1,0.824922604560852,1.0324664878845216,1.0226561665534972,0.703373317718506,1.1277291584014892,1.009886302947998,0.9237637257575988,0.7943285179138183,0.7524862217903137
POLDIP3,1.056527268886566,1.1309788036346435,1.188873448371887,1.2330569314956663,1.1516926097869873,1.1915626335144045,1.1678988552093506,1.2977929401397703,1.2302964735031128
SPEN,1.1167807888984682,1.049683644771576,1.0863839507102966,1.4513607311248782,0.965297827720642,1.0504663014411926,1.2751197862625123,1.3293476343154906,1.3565583419799807
HNRNPH2,0.9598727488517762,1.097072596549988,1.0439655637741088,1.106287043094635,0.97016606092453,1.1038615274429322,0.9470945978164672,1.0059655690193177,1.0402892661094667
PPP1R15B,0.940208306312561,1.004400203227997,1.0020551872253418,0.7440952444076538,0.9640308403968813,0.9639694666862488,0.9542680716514588,0.8063142681121827,0.8774185991287231
STK25,1.056501133441925,1.046152038574219,0.9446571588516236,0.9991164350509644,1.0339542841911318,0.9974079895019532,0.969109663963318,0.9509045839309692,1.0118562817573546
RTFDC1,1.157818579673767,1.1522199583053587,1.1562916803359986,1.223293471336365,1.0880878376960754,1.0964595723152164,1.140739006996155,1.1946199989318846,1.2051941394805907
SLC6A6,1.0248070669174196,1.0377764678001404,1.09631995677948,1.0150607061386108,1.0675108480453492,1.0851051783561707,1.0806877017021177,1.1630197715759276,1.0757806968688963
ZNF638,1.1173144817352294,1.0645243787765504,1.0988221025466918,1.2228535556793212,1.031369791030884,1.0684674406051635,1.1237064361572269,1.171874551773071,1.1879432821273803
MAP3K11,1.0073264193534852,0.9484695267677308,0.9914434599876404,1.1210608410835263,0.9989026069641114,1.1397175836563112,1.0521393394470215,1.1366347980499267,1.1761659097671509
MTND2P28,1.2207516741752624,1.1389816737174987,1.0628022503852843,1.367724096775055,0.9554083561897276,1.3493277120590208,1.304212613105774,1.36373685836792,1.2221650075912476
MBOAT7,1.1136663627624512,1.0627048301696778,1.080155336856842,0.9899885082244873,1.207938618659973,1.1228698301315307,1.1168335390090942,1.108567476272583,1.2281156587600708
SMS,0.9991693496704102,1.2256314945220947,1.162605094909668,0.974286403656006,1.2484353494644165,1.2338409519195557,1.3028777980804445,1.1631915807723998,1.1688967847824097
PKP4,1.005208432674408,1.1585589838027954,1.091911096572876,1.2008599376678468,1.082162125110626,1.0509576535224916,1.1046996784210203,1.133020927906036,1.268007731437683
HLA-DMA,0.8877510404586791,0.7998208451271057,1.0402436423301695,1.0503609704971315,0.7766266131401063,1.157656376361847,0.7360014116764069,0.918841769695282,0.8366345274448393
R3HDM4,1.086821734905243,0.9912963604927064,0.995790469646454,0.9001437735557556,1.028230106830597,1.1313453221321106,1.020306317806244,1.0688668656349185,1.0825622916221618
RNF11,1.1872164058685302,1.0829541420936586,1.0632773518562315,1.0848998641967775,1.0942893052101137,1.1102971363067626,1.087933511734009,1.1255647325515747,1.040044026374817
CTDNEP1,1.0425111508369445,1.0449849343299866,1.024667270183563,0.9627210927009584,1.0036874651908876,1.0278957033157348,1.0324163436889648,1.1114559268951416,1.032697644233704
TFDP1,0.8419161820411682,1.1087011814117431,0.886563286781311,0.9657521653175356,0.887071738243103,0.8693328189849854,1.018583731651306,0.8996764159202577,0.8655364990234375
NACC1,1.1493700790405277,1.1140539741516111,1.1714943170547485,1.3197038793563842,1.2634197998046874,1.2327698993682863,1.382397818565369,1.341512179374695,1.3189140224456786
MOGS,1.1796926903724672,1.1377012443542482,1.150919427871704,1.0148869633674622,1.225016531944275,1.016728687286377,1.2149482440948487,1.107832169532776,1.230071234703064
POGK,0.9957966399192808,1.1052259540557865,1.0876299023628235,1.2273682880401613,0.983119843006134,1.039726197719574,1.054882266521454,1.1203449273109434,1.1252744436264035
JAG1,0.7519769513607025,1.2784285354614258,1.0939502787590023,0.7154285943508147,1.3022306299209596,1.1144075322151186,1.2647622537612917,1.215916476249695,1.0466667556762694
EPS8,1.274702033996582,1.1811039113998414,1.240192370414734,1.5676906871795655,1.1114059615135192,1.194062786102295,0.9974042487144472,1.2724715733528138,1.1217287278175356
AFF4,0.9435780239105224,0.9727039074897764,0.9892253160476684,1.2746449995040894,1.0124430418014527,1.013917315006256,0.9702723789215087,1.0478795981407163,0.9699608206748962
RAB18,1.0000698471069334,1.152534294128418,1.059395146369934,0.8951617932319641,1.1746762228012086,1.0900727343559269,1.1204061126708984,0.9946515941619876,1.0324134254455566
COASY,1.037173969745636,1.1175851249694824,1.128948111534119,1.049433982372284,1.2638802242279052,1.1245586252212525,1.1415107107162474,1.0812047123908997,1.136343536376953
NDUFB4,0.943783633708954,1.1312672710418703,0.9860788440704346,0.8338379025459289,0.9825266599655152,0.9569287753105165,0.972656819820404,0.8730780649185181,0.9751701712608336
ARL1,0.9778129458427428,1.0678800868988036,1.0083473753929135,0.8525506472587585,0.9865292072296142,0.9774139618873596,0.9366979002952576,0.8698905444145204,0.917462694644928
DYNC1LI2,1.0217043805122377,1.045596342086792,1.0844580197334288,1.2645499658584598,1.0289748287200928,0.949418008327484,1.065413625240326,1.1347938442230223,1.1565174865722656
RBM12,1.0892054796218873,1.0907386541366575,1.069647057056427,0.9799873685836792,1.0613066267967224,1.0352796697616578,1.088522052764893,1.1063881134986877,1.0321633362770082
IL4R,1.1497719526290893,0.7473481965065002,0.9638828253746032,1.258205289840698,1.0754133462905884,1.1265356612205504,1.15111186504364,1.1388936066627502,0.9917829871177674
ZBTB38,0.7823888278007507,1.0413837933540344,1.0024779415130616,0.8693736910820007,1.0300448179244994,0.875406002998352,0.9113902020454407,0.8332391929626464,0.8978879404067992
SDC3,1.1860392999649048,0.9008911204338071,1.1260848665237426,1.3213252305984498,1.1199075841903687,1.2297917222976684,1.1444959020614625,1.2811693048477175,1.181204333305359
TMEM106B,1.320792694091797,1.0548316383361818,1.102220106124878,1.1483686423301696,1.1817825555801391,1.1685674142837523,1.1728899335861207,1.0660462808609008,0.9504409861564636
GNA13,0.8839568972587586,1.1358035326004028,1.049496910572052,0.8980452394485473,1.0226580023765564,1.051087608337402,1.1225075888633729,0.9721616363525392,0.968477020263672
SMAD3,1.0199080681800845,1.0201871585845947,1.0243557119369506,1.1278729176521305,1.059685516357422,1.1162736153602602,1.1576596355438231,1.209660897254944,1.0365038609504702
RAB34,1.2355329513549804,1.0693156147003176,1.073086681365967,1.0319160437583923,1.1822966051101689,1.2387182521820068,1.1691417217254638,1.2488064098358156,1.100971360206604
TNFAIP1,1.0412924408912658,1.0971105670928956,1.0651338005065918,1.1891250538825988,1.1586626386642456,1.221272225379944,1.1502367734909058,1.1365514707565307,1.1396746110916136
OSTC,1.0132852149009703,1.0715378284454349,0.9963977432250976,0.8232357120513916,1.0431507325172429,1.035924785137177,0.8275044798851013,0.8374234294891357,0.7881714200973511
M6PR,0.814474081993103,1.0768189978599547,1.0398028039932252,1.057192153930664,1.0992950463294984,0.9254870581626892,1.0043104219436647,0.8885573315620421,0.8693294692039488
ENTPD6,1.265912866592407,1.101201605796814,1.131522617340088,1.121805922985077,1.2771059560775757,1.1299695658683775,1.1048129653930665,1.1566762852668764,1.1503949451446531
GTF3A,0.9151080775260926,1.0571558332443236,0.9526728749275206,0.7192034304141999,0.8789380240440368,0.9171211647987366,0.7751919198036195,0.8180022501945496,0.7473825168609619
IGLV3-21,-0.4831324975937605,0.5703866255283356,0.078000914491713,-1.2015848815441132,0.058609322020784,-0.410485791824758,-0.7962349665164947,-0.9427107405662536,-0.3887163145281374
TSTA3,1.203167886734009,1.0840336203575134,1.0187888312339783,0.8550123047828674,1.1529132199287413,1.0839084720611574,0.9913357400894164,0.9003735971450805,1.030777404308319
HSD17B12,1.0455581903457642,1.1225487279891968,1.125551862716675,1.192296209335327,1.1196119379997254,1.0823834085464477,1.0696451282501225,1.1378886699676514,1.0001136255264282
PNN,1.0814144158363344,1.2114441347122191,1.1140423703193665,1.0560028982162477,1.1015496182441713,0.941780183315277,1.2201710271835329,1.107053141593933,1.239786138534546
GNA12,1.2244955539703368,0.9021989560127258,1.0509039616584777,1.2494392681121826,1.1755126428604126,1.1518569135665897,1.2341275024414062,1.183774971961975,1.065604696273804
BUB3,0.8901712083816529,1.0071314787864685,0.9065100741386412,0.8755454921722412,1.0058402180671693,0.8752150940895081,0.93359943151474,0.7631482601165771,0.8421836566925048
TMEM63B,1.10030827999115,1.1334188985824585,1.2187582206726073,1.47873676776886,1.2575143003463745,1.2839110136032104,1.2284295082092285,1.348629331588745,1.411396484375
SFT2D2,1.151732060909271,1.0323671078681946,1.1359896183013916,1.3422027111053467,1.0619101977348329,1.2068403768539429,1.1690205049514772,1.306802306175232,1.1133084607124328
HMGB2,0.9422096586227416,1.147416138648987,0.9466418457031248,0.8131445741653442,0.8765486669540407,0.8900956773757933,1.147504839897156,0.8037205481529236,1.0335217571258546
UBE2Q2P6,0.9594539427757264,0.9039299201965332,0.8349961161613464,0.8058225989341736,0.9973267126083376,0.9311469197273254,0.700739871263504,0.6562674856185914,0.5067030835151674
NIPSNAP1,0.9903643774986268,1.2999096488952635,1.1441987991333007,1.016437611579895,1.243304042816162,1.0826652240753174,1.071422040462494,1.0916038084030153,1.0420266962051392
TLE3,0.9864327335357668,0.9935463452339172,0.978390166759491,1.0851696419715882,0.9070089483261108,0.9800252652168276,1.0605625319480896,1.0764590692520142,1.0418004822731015
ATF7IP,1.0515966558456422,1.1117911386489867,1.1046076917648315,1.3171647119522096,1.005074634552002,1.0301329660415648,1.1650329971313476,1.1897176456451417,1.2871207284927368
SLK,1.1095033907890322,0.9805712604522704,0.9562652277946472,1.2176469898223876,1.000533890724182,0.9574323344230652,1.0346014022827148,1.0014506697654724,1.0862109112739564
TOMM70A,0.9048318076133728,1.156143321990967,0.9836804914474486,0.8879779887199402,1.0713639426231385,0.9101563596725464,1.0824842524528502,0.9338876771926878,0.9838594889640808
SRRM1,1.0867603373527528,1.1338921117782594,1.0951606845855713,1.2531509017944336,1.0502141690254212,1.0315720057487487,1.1275648522377015,1.1152087521553038,1.1972996854782103
SCAMP3,1.1277423572540282,1.0540691399574278,1.157004895210266,1.1754520678520204,1.1444670486450197,1.1151820611953736,1.1586652088165283,1.107603704929352,1.1721927738189697
GCLC,0.9277824854850768,1.3234483432769777,0.9821191310882568,0.5501796597242355,1.4465742683410645,0.8999718236923216,1.26715895652771,0.7585766446590424,1.1374282741546629
SERPINB6,1.009552526473999,0.8736442852020264,0.9484897470474244,0.8281301450729369,0.9300154852867129,1.141410927772522,0.8241999363899231,0.8615141868591308,0.8655413651466368
BSDC1,1.0837748289108275,1.1068919372558592,1.1221770954132082,1.310564041137695,1.1666274118423463,1.1498338413238525,1.1103131866455078,1.1860051441192625,1.2870666074752808
BMPR2,1.0664903903007508,0.965222873687744,0.9901212692260742,1.1823014497756958,0.886835834980011,1.0219066596031188,0.9762469124794004,1.101425037384033,1.029678018093109
PTPRK,0.999323480129242,1.116881401538849,1.1009212040901184,1.2842373180389406,1.1417650818824767,1.113108284473419,1.01334885597229,1.360744094848633,1.0887451577186584
TCF3,0.994550726413727,1.0592437982559204,1.0503884387016298,0.9927032256126403,1.013376019001007,1.0562849044799805,1.127206766605377,1.0726966977119443,1.1897789621353148
UBE2R2,0.8661370635032654,1.1019616889953614,1.0454940819740297,1.0871511125564577,1.0956276679039,1.054740698337555,1.0804728198051454,1.0235864639282226,1.0758895325660705
TOR1AIP2,1.1258260560035704,1.0140382766723632,1.0827695989608763,1.211691975593567,1.0140555429458618,1.1140392303466795,1.102274079322815,1.0808585906028747,1.1063395071029662
SEPHS2,1.1643027734756468,1.0970522737503052,1.0360981059074406,1.1075090098381044,1.0371960234642028,1.020782721042633,1.056620557308197,0.9717418003082274,1.1757571816444397
CYBRD1,1.0136828541755676,0.9165523552894592,1.0782950711250303,0.9800226902961732,0.8686085700988769,1.0407525396347046,0.8097117102146149,1.0804386186599733,0.9221655774116516
LYPLA1,1.0398368310928343,1.1442347121238707,0.9585292530059816,0.7455849838256836,1.2180560111999512,0.8875074005126953,0.9135792136192322,0.6747646474838256,0.8586768865585327
NF1,1.0613956761360168,1.1048818230628967,1.1359188270568847,1.38642370223999,1.1143909978866575,1.0444162893295288,1.1304450821876526,1.2135172080993653,1.1048113608360288
SLC25A1,1.1940886068344114,1.162755560874939,1.15879695892334,0.9841187024116514,1.2648670387268066,1.1681263065338134,1.2380280876159668,1.2137960100173948,1.2337981510162357
MYLK,0.6223012340068818,0.9135205888748168,0.9053970527648924,0.802193238735199,0.8879560256004334,0.9930500006675722,0.8100088453292846,1.0106968760490416,0.7991753220558167
MAOA,0.9160539960861206,1.1012219524383544,0.9937589645385744,1.2939168763160709,0.8194062638282776,0.8813877725601195,0.8097255086898804,0.9546024489402772,1.2708204126358034
ACP1,0.9196916961669922,1.0524007630348204,0.9846426749229432,0.8902872490882874,1.0163715887069702,0.9164301371574402,0.9320040607452392,0.8583731245994567,0.9191300868988036
RBFOX2,1.1845071363449098,1.0966958045959474,1.1304093837738036,1.2770328998565676,1.130937156677246,1.1659037971496584,1.2276852989196776,1.362050976753235,1.1711377573013304
HGS,1.139811236858368,1.0598626875877382,1.11654602766037,1.1611844730377197,1.2034992504119877,1.1047506284713744,1.2743016290664673,1.1925671052932738,1.1476455211639405
MFSD1,0.8810822772979737,1.0033043169975282,0.9519976663589478,0.8015309119224548,0.9892994189262392,0.9624530029296874,1.0025336909294127,0.8583359742164612,0.8767309546470642
WHSC1L1,0.928457899093628,1.2351489782333374,1.0423005104064942,1.0150969815254212,0.927281892299652,0.9892094063758852,0.940370659828186,1.0264222812652588,1.092143576145172
DNAJC8,1.106265821456909,1.067183358669281,1.0377978301048276,1.0607494783401488,0.9794086384773256,1.0490972876548768,1.0707035326957703,1.065801522731781,1.0859516882896425
PSMA3,0.9621261715888976,1.0201647877693176,0.9459748363494872,0.8792211627960205,1.0161010813713074,0.9228535413742064,1.0024764490127565,0.9064848232269288,0.91924870967865
FAM210B,1.244973273277283,1.1503385782241822,1.1537519025802614,1.4987552404403686,1.0103693079948424,1.1576924085617064,1.1845647478103638,1.3500875377655028,1.4154921054840088
COL12A1,0.7279059207439422,0.9767904710769656,0.9014592170715332,0.4844050413370132,0.9738146376609802,1.0154713439941403,0.9979891896247864,1.2110610628128051,0.9131029152870178
ACBD3,1.1042732429504396,1.1278816175460815,1.1520507860183715,1.0956818556785584,1.184702835083008,1.1209101414680482,1.1685509347915648,1.1187257981300351,1.0998777818679808
UBE2J1,0.795187737941742,0.8986724567413331,0.8669889068603517,0.7826226139068604,0.8232948374748229,0.8786777853965759,0.7574027776718139,0.8115578532218933,0.8174275088310242
RXRA,1.188672480583191,1.0439279961585997,1.1295074820518494,1.1177954626083375,1.1886544847488405,1.1437224674224855,1.2250634670257567,1.2964681720733644,1.2653778409957883
UNC45A,1.146515130996704,1.1585227298736571,1.1519433403015138,1.19721312046051,1.2100076389312744,1.2297557640075685,1.205495948791504,1.3408075428009032,1.2050189256668091
DHCR7,1.270717067718506,1.358119077682495,1.305706706047058,1.612566361427307,1.2535824131965636,1.2091462755203248,1.453243317604065,1.5793025636672973,1.5939619874954225
HEXA,1.0518474531173705,1.0554327130317689,1.116950745582581,1.099923357963562,1.036645698547363,1.081634783744812,0.9657459425926208,1.1210794758796692,1.0177971172332765
PPP1R10,1.2328547286987304,1.0456134772300725,1.1055550956726077,1.307263798713684,1.1013446140289307,1.1873882198333738,1.2493615436553955,1.2531528902053837,1.3471467447280885
PPP1R14B,1.1121104431152342,1.0460398626327514,0.9595252513885498,0.9833036541938782,1.0239720582962035,1.0529594635963435,1.019177045822144,0.9899722623825074,1.0331587815284728
SNRPD3,1.0956865763664243,1.2496627759933472,1.1874176025390626,1.108485887050629,1.217478332519531,1.1341265296936034,1.2529939699172972,1.240110626220703,1.2607124328613282
SETD7,1.0707796716690066,0.9782750844955443,1.0536682605743408,1.3195302534103397,1.056989140510559,1.0227681517601013,1.0601540875434876,1.0417949557304382,1.051322522163391
ABL1,0.9434274792671205,0.9846640157699584,1.0300029015541077,1.1022111749649048,1.0006083202362062,1.0564173793792724,1.0335346484184265,1.0590632796287536,1.0240909814834596
NSFL1C,1.0150114345550538,1.0729559063911436,1.0267652034759522,1.014078550338745,1.06166175365448,1.0660131764411926,1.0282796812057495,1.0375348043441772,1.0699875020980834
CLUH,1.0765679454803467,1.2178425455093382,1.0864423394203186,1.096838798522949,1.1434177851676943,1.0802028584480283,1.209520492553711,1.2167539620399477,1.274991316795349
PLOD3,1.2394178247451784,1.0325505256652832,1.0467063689231872,0.8975278115272524,1.1783224487304689,1.0987900137901303,1.2077700805664062,1.161956331729889,1.09199054479599
SESN3,0.8161626601219177,1.208239483833313,1.1102809047698974,1.190732140541077,1.1752071166038514,0.9564653968811034,1.1641720104217528,1.2079353523254397,1.166774368286133
SLC39A6,0.9871925854682922,1.1045226311683656,1.0027352118492123,1.095291588306427,1.0026349520683289,0.7886132860183717,1.0479256367683412,0.8183297538757325,1.030636260509491
PIGR,0.8954358053207399,0.8789522457122801,0.9968658256530762,1.4300880789756774,0.6896384686231614,1.5429798412323,0.380704896543175,1.1967491495609284,0.9100969645753504
DPYSL2,0.9061692929267884,0.8721120047569274,1.061114535331726,1.334056885242462,0.7656173896789551,1.0758530712127683,0.7391780042648317,1.0872822308540344,0.9891438794136048
MARCH7,1.007910485267639,1.0600516200065613,1.0291081976890564,0.9764643049240114,1.0601732850074768,0.9558756136894226,1.061161286830902,0.9868436408042908,1.0883138704299928
SH3BGRL,0.5447348511219025,0.8296103858947754,0.8320316433906555,0.7007166421413421,0.6322297143936157,0.9643738079071046,0.5258210813999177,0.7381735396385193,0.6651716768741608
COX7A2,1.0221125888824465,1.129707431793213,1.1159757685661316,0.8746939563751222,1.1116390705108643,0.9970202469825744,0.9906444025039672,0.9995842146873476,1.0627988028526307
TCIRG1,0.9564053058624268,0.7636066579818725,0.9031449556350708,0.922008228302002,0.9187097430229187,1.0055421233177186,0.931439871788025,0.8544725692272186,0.877178771495819
RHEB,1.0777640175819398,1.0417036771774293,0.975566267967224,0.7765077352523803,0.9866550874710084,0.9749913263320924,1.0119220304489136,0.9113474822044372,0.8401342511177063
LIMK1,1.3524122858047485,0.989435877799988,1.1237041473388671,1.3207457065582275,1.2534244585037233,1.3028738594055176,1.379327139854431,1.3865381431579589,1.2878938055038454
FADS2,0.9002135396003723,1.2604096031188967,1.1204445028305057,0.965373032093048,0.9747810196876524,1.1024567341804503,1.0062673664093018,1.345479321479797,1.127071578502655
TAB2,0.92770827293396,0.9735939764976502,0.990164008140564,1.0929122042655943,1.011763479709625,0.978924548625946,1.0007170152664189,1.0561218428611756,0.9269602966308592
ATXN7L3,1.0253840351104735,1.078660674095154,1.0789703154563903,1.0960851073265077,1.1905484008789062,1.1465624141693116,1.1300418090820312,1.1538293004035949,1.1046483540534973
NDUFS1,1.0226270318031312,1.1030857944488528,0.9999412298202516,1.127914810180664,0.9814089012145996,0.9317274975776672,0.9898532009124756,0.8890665221214296,1.0417955446243288
MED13,1.0037094354629517,1.0698961782455445,1.0537847471237185,1.1066285181045532,1.0354963278770444,0.9906133151054382,1.0095575213432313,0.9935360383987426,0.9916374278068542
ARFGAP1,1.28857488155365,1.06863630771637,1.143918268680573,1.169356470108032,1.1971124839782716,1.1647852420806886,1.286615138053894,1.257862696647644,1.283125910758972
MTCH2,1.0335198569297792,1.2241633367538454,1.0974475836753848,1.2589908170700077,1.1733894157409668,1.143816051483154,1.0876223731040953,1.1051813316345214,1.1164662694931031
LMF2,1.1225516533851625,1.0870060062408446,1.1880048608779907,1.098954391479492,1.2590857362747192,1.2102996587753296,1.2395296239852904,1.2943445777893068,1.2261184167861938
SMARCC2,0.9213589978218076,1.0736874294281005,1.0456309127807617,1.1485773277282716,1.0042733716964722,0.9067121338844298,1.068456780910492,1.004531741142273,1.109988660812378
WTAP,0.8863923907279968,1.1131542205810547,1.104706325531006,0.8766841769218445,1.1046941995620727,1.0462231755256652,1.0075431180000305,1.0481194996833805,0.9754981255531312
HSD17B4,0.787923858165741,0.9847139716148376,1.0082761001586913,1.2327125787734985,0.8689013814926148,0.9076900076866148,0.781311891078949,0.8311499214172363,0.925885410308838
YTHDF2,1.1929221677780153,1.094451518058777,1.123103847503662,1.3169438695907592,1.0396183991432189,1.137217674255371,1.1468086099624633,1.2467916297912596,1.2522263956069946
TMEM219,1.1634480714797977,0.9537328052520752,1.0685163450241089,1.046824848651886,1.0557128477096556,1.098034195899963,0.9589184713363648,1.0138764190673828,1.0416775393486024
KCTD20,0.8765740036964417,0.9894680190086366,0.94197589635849,0.8854530549049378,0.9898502445220948,0.8640274119377136,0.8519975852966308,0.7752296757698061,0.8241868734359741
NR1H2,1.0155836296081544,1.031464791297913,1.0605001735687256,0.8678654909133912,1.0297550749778748,1.153310832977295,1.0277099657058717,1.1102054166793824,1.0763310408592226
PNRC1,0.9282444524765012,0.9321773982048034,0.960612952709198,0.8294739890098572,0.9789021849632265,1.047467167377472,0.901172835826874,0.8965845465660095,0.8746433067321776
SMAD2,0.8401319599151611,1.1220461320877075,1.003059549331665,0.9886274790763856,0.8728290963172911,0.8925921106338501,0.889148256778717,0.8726202273368836,0.9357473945617676
TMEM14C,1.0874505543708803,1.0550378918647767,1.0532930898666382,0.8121931338310242,1.0933962178230283,1.058515374660492,0.8834717130661011,0.9576969957351684,0.8698502898216247
MICAL2,0.9707308888435364,0.8522969841957092,1.0556107544898987,1.418774788379669,1.041992976665497,1.2074851155281068,0.8529178845882415,1.2357758927345277,0.9043288624286652
PSMD14,0.8553956198692321,1.0641070413589475,0.9571773505210878,0.7280749988555908,1.048712282180786,0.8927379560470582,0.9671261548995972,0.7744382882118226,0.878873200416565
MED13L,0.787166588306427,1.0063785815238953,0.8888887977600097,1.1147676086425782,0.8391062569618226,0.8195929718017577,0.9286254978179932,0.9451903462409972,0.9230309224128724
OSBPL9,1.1322781538963318,1.0681690788269045,1.0145460629463194,1.0310382270812988,0.9956749558448792,1.027803530693054,0.9984480547904968,0.9799806642532348,1.0551354432106017
DCTN5,1.028250651359558,1.0846091413497922,1.1165210151672362,1.109699511528015,1.16810631275177,1.1174535226821898,1.0767993545532226,1.1288618755340576,1.0054061794281004
IK,0.9678317642211912,1.0157833194732666,1.068073205947876,1.118948452472687,0.992220115661621,1.0630164289474489,0.9455926084518432,1.0643328881263734,1.0520781493186948
HDAC7,1.126621744632721,0.9512950205802918,1.1016484951972962,1.0461641001701356,1.1302506732940674,1.1151284694671633,1.137361354827881,1.2073481273651123,1.0672195076942443
NUP210,0.6662916922569275,1.0124686217308043,0.8723541831970214,0.4011788138747215,0.8506167578697204,0.695700318813324,0.7700415349006653,0.5880315959453584,0.8366024923324584
DHRS3,1.3181211662292482,1.1507884168624878,1.1136794877052307,1.3377908754348753,0.9096196246147156,1.241521439552307,1.1327531909942627,1.2899359941482544,1.3855493354797364
TMEM131,1.0252923965454102,1.0938792419433594,1.0868065166473388,1.0853867650032043,1.0622495603561402,0.9895127439498902,1.022916362285614,1.0330269384384156,1.1693082523345946
TPM2,0.9217706966400148,0.9683196806907656,1.021559178829193,0.712250634431839,0.9552411580085756,1.1495973896980285,0.9244818305969238,1.1690030026435854,1.0444934296607973
RBMS1,1.197381281852722,0.981564712524414,1.032265043258667,1.025407257080078,0.9999278688430786,1.0990908575057985,1.2184135961532594,1.2181505680084228,1.1863342642784118
RIOK3,0.8904261803627014,1.1216333293914795,1.0292157220840454,0.9482068371772768,1.1351066303253174,1.00641188621521,0.9801894783973694,0.8500708007812499,1.0267358088493346
TM7SF3,1.0359896779060365,1.1458998680114747,1.0670719838142395,0.9759071636199952,1.0669726538658142,1.016432077884674,0.9553262853622436,1.048072464466095,0.9430722522735596
DCAF12,1.0006249380111696,1.1377854347229004,1.1392844057083131,1.1750727510452272,1.1041466879844664,1.0283398008346558,1.0875820088386536,1.032796561717987,1.169996838569641
MSL1,1.036483449935913,1.046011025905609,1.032494294643402,1.041215217113495,1.0492829632759095,1.032382650375366,1.1075818848609926,1.0594800734519958,1.0494251012802125
C17orf62,0.9823489379882814,1.050254874229431,1.0522565054893491,0.7738642621040344,1.1242157554626464,1.0240045380592346,0.9921089935302736,0.9572220754623412,0.9186713242530824
ATRN,1.0209279489517211,1.1404229784011843,1.0757916498184206,1.0255013823509216,1.148067226409912,0.94650550365448,1.039380066394806,1.0988238191604616,1.0646401882171632
GIT1,1.1658495378494262,1.159812059402466,1.144050521850586,1.1280465745925905,1.1622662711143492,1.3019664525985717,1.2944478130340578,1.2602478790283205,1.2453855991363525
ATP9A,1.298099765777588,1.057574291229248,1.106148793697357,1.4286345767974853,0.9789485836029052,1.1889941835403444,1.1320967435836793,1.3615234422683715,1.3224406051635742
KDM3B,0.8655841088294982,0.9574624514579771,1.0180748724937438,1.2422275400161742,0.9733826398849488,1.0060793972015385,0.9246577286720276,1.049646589756012,1.0059732723236083
CNIH1,0.9768998098373411,1.0814853930473327,1.0636984634399416,0.915624074935913,1.1921432781219483,0.9524173164367676,0.9447240042686464,0.8852986788749695,0.8766370701789855
ZDHHC20,0.904473557472229,1.0159334921836851,0.938273253440857,0.8409738945961,0.9820395922660828,0.931831579208374,0.8773491096496583,0.856989781856537,0.7864801454544067
UBXN1,0.9524968242645264,1.0047113132476806,1.0109328532218933,1.0621661996841432,1.035171818733215,1.0380111694335938,0.8762458610534669,1.0180526638031009,0.980657720565796
ATL2,1.0095436000823974,1.0932148933410644,0.9667920970916748,0.917692313194275,1.0630250310897826,0.983133625984192,0.998538146018982,0.9266856026649476,0.8898629593849183
BLCAP,1.3536562871932982,1.1204358720779417,1.1092923021316528,1.205766158103943,1.081066370010376,1.1948691749572755,1.2878412342071537,1.387665719985962,1.3773099136352538
HAX1,1.0331043601036072,1.0731663393974302,1.0670022344589234,0.8768297958374024,1.0447477793693545,0.9760015273094178,1.0289694833755494,0.90962819814682,0.9460716938972472
