,SS-15-5737 (14-5753),SB-17-1212,SB-17-4207,SB-18-831,SB-18-702,SB-18-1188,S17-64584-1B,SB-19-2801,SS-18-7192 (S8-1249)
ZSCAN12P1,-1.2190183925628664,-1.3367782592773438,-1.3387926292419432,-1.1298917293548585,-1.2486439657211306,-1.3073415660858156,-1.3340893650054932,-1.37386643409729,-1.3469854593276978
PTMAP4,-1.301560068130493,-1.3292344808578491,-1.485919961929321,-1.5920801258087158,-1.5651742696762083,-1.416081657409668,-1.4393474674224855,-1.5329462480545044,-1.4973596954345705
HAPLN1,-0.8185214257240295,-1.3382670259475709,-1.3045276856422423,-0.8478995896875858,-1.22837833404541,-1.2009779810905457,-0.7508990120887757,-0.9649371647834776,-1.194967782497406
CTD-2313J17.5,-1.0534982705116271,-1.363423991203308,-1.3651252460479737,-1.0164641761779785,-1.442374358177185,-1.2849251103401182,-1.2690716910362243,-1.3277775478363036,-1.258324065208435
RP11-96K19.2,-0.9488627552986144,-1.3743234729766844,-1.342734999656677,-0.921111545562744,-1.2958859634399416,-1.2323281383514404,-1.0763084983825684,-1.3415746307373049,-1.2348149752616884
NHEJ1,-1.262987780570984,-1.2777837562561036,-1.340377402305603,-1.3222563648223875,-1.1619713187217713,-1.2829097509384155,-1.2952643942832949,-1.393921856880188,-1.4142020225524905
BIRC7,-1.6277306509017944,-1.3317260217666624,-1.283951930999756,-1.788825879096985,-1.3002479648590088,-1.1902761912345885,-1.583114233016968,-1.73742226600647,-1.423040385246277
SLC2A4,-0.9441919016838072,-1.0389092445373536,-1.0643786454200743,-0.8720630693435669,-1.0514006757736207,-1.251725163459778,-0.9382946443557738,-0.9998088288307188,-0.7089244759082793
ATP1A2,-1.446778485774994,-1.425117840766907,-1.1993651032447814,-1.131174771785736,-1.5966498804092406,-1.0851755809783934,-1.5726059770584104,-1.0483671879768373,-0.968657429218292
RUFY4,-1.310920593738556,-1.573612184524536,-1.3495674085617064,-1.903532962799072,-1.1856456398963928,-1.289190449714661,-1.2578697752952577,-1.5176994705200195,-1.5390636110305784
PTPRT,-1.2400664591789246,-0.8757842767238616,-0.8427491343021393,-0.5286650602519511,-1.171241533756256,-0.8463054966926574,-1.1226494550704955,-0.6820332765579223,-0.641753740310669
RP11-90L1.8,-1.61401309967041,-1.3395254373550416,-1.6443940925598146,-1.3288694882392882,-1.4875077104568484,-1.3849403643608091,-1.2786777305603023,-1.4494662714004516,-1.3716853141784668
RP1-151F17.1,-1.2274993658065796,-1.2662063074111938,-1.1396927738189695,-1.1176434183120727,-1.1316774749755858,-1.3556024408340457,-1.1499001121520998,-1.2591148567199706,-1.033275239467621
RNF5P1,-1.1733433222770693,-1.1131749844551089,-1.0271440935134888,-1.1809980320930482,-0.9771746373176576,-1.1478949785232544,-1.2554470968246458,-1.0615490531921383,-1.244722762107849
RP11-161M6.2,-1.1053077912330629,-1.5144437646865847,-1.1263400936126708,-1.1120491456985475,-1.2093003129959108,-1.1173402428627015,-1.2255402588844295,-0.9976847696304322,-1.1747102403640748
RP11-206L10.9,-0.9651224827766418,-1.2382429361343383,-1.1366826081275938,-0.959737296104431,-1.1687344980239869,-1.2746809458732604,-0.9768488883972168,-0.9939645886421205,-1.0048178839683533
MBL1P,-1.453104577064514,-1.4101720428466795,-1.2041691708564757,-1.0582918143272402,-1.454729790687561,-1.3217764377593992,-1.6357048892974853,-1.4488407516479491,-1.468900079727173
PTPRR,-1.5322100114822388,-1.3353644180297852,-1.4962259149551391,-1.737217836380005,-1.4024443602561951,-1.104089639186859,-1.615166335105896,-1.5023401951789856,-1.6237191915512086
STAB2,-1.8318898820877076,-1.449598093032837,-1.344135479927063,-1.1745997142791746,-1.5392381715774537,-1.5885869455337525,-1.6275384521484373,-1.4583831214904786,-1.2388148999214172
RP11-327E2.5,-1.484592251777649,-1.3936743545532224,-1.4012370443344115,-1.4076893949508666,-1.5072296810150143,-1.1755835175514222,-1.4788029336929325,-1.3580113410949708,-1.4018160820007324
RAB43P1,-1.221557102203369,-1.255917501449585,-1.1796281719207764,-1.048307158946991,-1.122587070465088,-1.3043905687332151,-1.146228222846985,-1.183824305534363,-1.2701923894882203
LINC00239,-1.1393887758255006,-1.5959927606582642,-1.4897196674346922,-1.5078176164627073,-1.5908521270751952,-1.400278449058533,-1.4647834396362307,-1.6391592502593997,-1.522226505279541
FOXO3B,-1.4263998556137083,-1.176845154762268,-1.3092257499694824,-0.9602501678466796,-1.2881626319885255,-1.3731901597976688,-1.272406458854675,-1.2881459975242615,-1.264789409637451
CFHR3,-1.9297519063949584,-1.2062374067306518,-1.4928338909149168,-1.8794156455993647,-1.417571396827698,-1.5561113929748536,-1.8126455497741696,-1.745053505897522,-1.6705832099914548
POM121L9P,-1.208412661552429,-1.303835406303406,-1.1529259681701662,-1.0387068295478818,-1.178719096183777,-1.2565563559532165,-1.1431403279304504,-1.1478082513809205,-1.2043740630149842
RP13-270P17.2,-1.1253119897842407,-1.182499623298645,-1.2388053131103516,-1.2365289759635925,-1.2215049171447754,-1.3565348148345948,-1.2780760049819946,-1.3752753877639772,-1.1609645295143127
WT1,-1.9023453712463376,-1.264658601284027,-1.6008208131790165,-1.858809370994568,-1.4605810976028444,-1.549016318321228,-1.5817155408859251,-1.6025098705291747,-1.7800913524627684
RP11-266L9.8,-0.6225584626197815,-1.1241841602325435,-0.8303640127182007,-0.7349563193321228,-0.860251817703247,-0.864273464679718,-0.7462776470184327,-0.7182869100570679,-0.7517616486549377
GRIN3B,-1.004626705646515,-1.5242148876190185,-1.3439604902267457,-1.1180414533615113,-1.1447045660018922,-1.3940246963500975,-1.072601580619812,-1.157883143424988,-0.9796693801879884
SEC14L1P1,-1.1397784900665282,-1.291880569458008,-1.2790186452865602,-0.9586146116256714,-1.1622051930427548,-1.4042173051834106,-1.08546457529068,-1.1226109337806702,-1.1324098157882692
AC008079.10,-1.0510390996932983,-1.2114390516281126,-1.1000936222076416,-1.07258234500885,-1.0674275159835818,-1.2025350522994995,-0.9923813152313232,-0.956936285495758,-1.007038023471832
GRIK5,-1.3309536170959473,-1.0835662603378295,-0.9425272107124328,-1.4416418409347531,-0.8503925132751465,-1.0821250081062317,-0.9974662446975708,-0.929213876724243,-0.9624251675605776
KCNG3,-0.8455340099334718,-0.8662342882156372,-1.015399353504181,-1.320630431175232,-1.0450356745719909,-1.056529642343521,-0.8376143050193787,-0.9376255834102633,-0.8734098517894745
PKD1P5,-1.1521724677085878,-1.0732707500457763,-0.95919415473938,-0.9074636590480804,-1.00619282245636,-1.0679061436653137,-0.9155081796646116,-1.0258727312088012,-0.81289696931839
RP4-742C19.13,-1.3342255544662476,-1.365912165641785,-1.1630414867401122,-0.9819981479644774,-1.2346943378448487,-1.4427735900878904,-1.1694260263442997,-1.1602230525016783,-1.044337706565857
FTH1P11,-1.2078507328033443,-1.409025979042053,-1.539889850616455,-1.5047980737686155,-1.3795821952819824,-1.4225599241256714,-1.3554775381088255,-1.4888455295562744,-1.6126858615875244
GDF10,-1.6104788112640382,-1.3944826507568358,-1.4110521173477173,-1.599959716796875,-1.8955387115478517,-1.5632307815551758,-2.051488547325134,-1.662955708503723,-1.5830981540679934
TBX2-AS1,-1.1515374445915223,-1.2064003133773804,-1.0839312171936035,-1.394961152076721,-1.1212476181983948,-1.0954022598266602,-1.1522821164131165,-1.1366640758514404,-1.194868631362915
RP11-169K16.8,-1.1786071443557742,-1.4901991844177247,-1.6675391530990602,-1.6607342052459717,-1.388719973564148,-1.3715904855728147,-1.4217966032028198,-1.6820037317276004,-1.750255618095398
CTD-2619J13.13,-0.7884679198265077,-1.363932237625122,-1.2014677214622498,-0.5017326867580414,-0.9184864139556884,-0.9858733344078064,-0.7363837420940399,-0.7868174576759339,-0.8631440722942353
EPHA7,-1.5397058153152463,-0.3719868493080139,-0.9863159143924712,-1.131494870185852,-1.2547407364845276,-1.4599063110351562,-1.1389513504505158,-1.012202035188675,-0.670335289388895
GALNT4,-1.5376452732086183,-1.3655459070205689,-1.4386671447753905,-1.3259068179130555,-1.2031360244750977,-1.6104125213623046,-1.42999924659729,-1.6625519466400145,-1.3773190355300904
RP11-379F4.7,-1.3469472599029542,-1.3237275743484496,-1.3368526935577392,-1.4521642923355105,-1.523297152519226,-1.3168349838256836,-1.3236879873275758,-1.3281073093414306,-1.4549640464782714
RASAL2-AS1,-1.2784291839599609,-1.2866015481948854,-1.2531525230407716,-1.3055056405067442,-1.179634029865265,-1.301719174385071,-1.0691244530677797,-1.271813702583313,-1.342584385871887
CPZ,-1.490289459228516,-1.5493304109573365,-1.4707653284072877,-1.5557081937789916,-1.5247479581832883,-1.3038284730911256,-1.435487093925476,-1.3843736743927004,-1.5744184589385983
GPR82,-1.528324751853943,-1.515373306274414,-1.512246174812317,-1.3576576137542724,-1.4821071577072142,-1.4115411829948423,-1.6027118873596191,-1.6179490041732791,-1.747212142944336
CASC1,-0.8705483007431031,-1.3586047983169554,-1.2105885505676268,-0.899961585998535,-1.445959625244141,-1.0790527868270874,-1.2816302967071531,-0.9521168756484985,-1.063091461658478
MYO7B,-1.469762907028198,-1.5486955595016478,-1.3257261276245118,-1.276006178855896,-1.3873264503479004,-1.1191764712333678,-1.474804887771607,-1.2724430108070373,-1.379570670127869
RHBDL3,-1.0024205231666563,-1.2014837431907652,-1.1483586597442628,-1.4670612192153931,-1.174313552379608,-0.9944297504425048,-1.0072384834289552,-0.5300826418399811,-1.2333646178245543
CBS,-1.0840205121040345,-0.9723241281509398,-1.0392254638671876,-1.1544875359535218,-0.8872789454460145,-1.293231496810913,-1.0071433401107788,-1.255361297130585,-0.9364814376831054
CLNK,-1.9090491580963136,-1.5671085739135742,-1.7177346515655518,-2.123916821479797,-1.8695561933517455,-1.7163489198684694,-2.126399836540222,-2.176999063491821,-2.092884159088135
EFCAB12,-1.1664821672439574,-1.3383548259735107,-1.3168381452560425,-1.1544585824012756,-1.409127984046936,-1.2413834500312806,-1.444695944786072,-1.2761714696884154,-1.2704536724090576
LINC01534,-1.0063764190673827,-1.08318589925766,-1.10402015209198,-1.1117776608467105,-1.1337020540237428,-1.4501684427261352,-1.1315500497817994,-1.115981044769287,-1.149242389202118
FCGR1B,-1.6613155984878538,-1.5326495838165284,-1.5236231565475469,-1.6016205215454105,-1.5890388298034668,-1.3936109733581543,-1.5845480251312256,-1.7999074363708494,-1.810607967376709
BEND3P3,-1.4615095281600952,-1.3765278196334838,-1.273911805152893,-1.190430543422699,-1.3188301038742063,-1.417040591239929,-1.3192564702033995,-1.2476586365699769,-1.4098548126220702
C9orf24,-1.1335879230499266,-1.3234579896926877,-1.231284782886505,-1.2053254008293153,-1.3490524673461914,-0.9273236989974976,-1.4182007837295534,-1.009155378341675,-1.0534433507919314
SPTY2D1-AS1,-0.9203617930412292,-1.1725560998916629,-1.1632575702667236,-1.0805288219451905,-1.182551770210266,-1.1451655793190003,-1.1060591888427735,-1.0933766508102416,-1.1334035992622375
CTB-58E17.5,-0.8961428308486938,-1.019282865524292,-1.069169180393219,-0.9398602569103242,-1.0788232350349427,-1.1849110388755797,-0.9452840328216552,-1.0424363231658935,-0.917358446121216
CTD-2547L24.3,-1.421692409515381,-1.609130506515503,-1.409005880355835,-1.4412093257904053,-1.3736616516113282,-1.410848412513733,-1.508369541168213,-1.4845668029785155,-1.6677713727951051
USP30-AS1,-1.993276462554932,-1.7383355188369751,-1.7434589481353762,-2.0699843120574952,-1.704398651123047,-1.635273971557617,-1.8947972202301024,-2.2817612504959106,-1.961590156555176
CTD-3010D24.3,-1.1139551401138306,-1.3503064584732054,-1.4059539556503295,-1.184099713563919,-1.2648049211502077,-1.238003523349762,-1.2920288348197937,-1.3267572283744813,-1.3049906253814696
CYP2D7,-1.1523089027404785,-1.2000287675857542,-1.20414479970932,-1.1971875023841858,-0.9746811676025392,-1.2563310360908508,-0.9459497976303102,-1.0957177090644836,-0.9506555163860322
NAIP,-1.7852555990219117,-1.583902277946472,-1.5078694248199462,-1.3455665254592897,-1.4531169414520264,-1.7417978668212892,-1.5227186822891234,-1.9455644798278808,-1.8583940076828005
HIST3H2BB,-1.5699748373031617,-1.1699384689331054,-1.4155915927886962,-1.735753698348999,-1.3942166519165038,-1.5135685110092163,-1.4188284540176392,-1.6549040699005129,-1.341738705635071
RP11-500G22.5,-1.3220861053466797,-1.259169669151306,-1.3834782886505128,-1.4541237449645996,-1.472612166404724,-1.6128117561340332,-1.4499343204498292,-1.5085249996185304,-1.398154134750366
PYGM,-1.285507745742798,-1.3431789731979369,-1.3111051988601683,-1.4742623138427735,-1.3688051509857178,-1.4443782615661622,-1.272671227455139,-1.4038327598571778,-1.1766976261138915
CTD-2020K17.4,-0.9977710461616516,-1.2054467248916627,-1.144297363758087,-1.2392920780181886,-1.096749918460846,-1.1241635036468505,-1.1432749414443968,-1.074958724975586,-1.039622838497162
ZNF564,-1.2961810207366944,-1.2482293367385864,-1.3382572364807128,-1.3225300645828246,-1.3069878482818609,-1.3657011795043943,-1.2513160371780396,-1.385710105895996,-1.4101234292984008
YTHDF3-AS1,-0.8820669412612915,-1.0263334417343135,-0.9784695672988892,-1.1436502861976623,-0.9307894968986512,-1.1021566915512084,-0.8781699085235595,-1.0040265488624571,-0.8595212554931642
LTA,-1.9409227800369264,-1.631844835281372,-1.6886977005004884,-1.9184073734283449,-1.7187565898895265,-1.6072814321517943,-1.842818899154663,-2.0262546920776368,-1.8909048891067504
RP11-571M6.17,-1.2949367046356202,-1.3122389554977416,-1.3707488393783571,-1.3237665367126463,-1.4049877882003785,-1.3003419828414915,-1.3125430536270142,-1.3334561443328856,-1.4694858884811404
CTC-529I10.2,-1.2387880945205691,-1.2980808401107786,-1.34430335521698,-1.3023163557052613,-1.3426787281036376,-1.411289396286011,-1.2512433481216432,-1.266006383895874,-1.1814411973953247
RP11-92K2.2,-1.1004440188407898,-1.2909464883804322,-1.4782444190979005,-1.4903510522842407,-1.4223578548431397,-1.2938415718078613,-1.3098048400878906,-1.3344965267181397,-1.6003861236572263
RP11-102N12.3,-1.2165263319015502,-1.236485538482666,-1.2318067836761477,-0.9613126039505004,-1.2771985578536988,-1.1612499475479126,-1.0937183046340944,-1.0635946488380432,-0.9093719816207886
RP4-583P15.15,-1.12580721616745,-1.2754895687103271,-1.254713821411133,-1.357809326648712,-0.9829625082015992,-1.3763548374176025,-1.0100824022293091,-1.35573401927948,-1.1521088075637818
B4GALNT2,-1.9659508562088013,-1.2212897610664368,-1.888159532546997,-1.9645521736145024,-1.840397047996521,-1.691211817264557,-2.013288321495056,-2.021436586380005,-1.6213740015029905
ENTPD8,-0.7214845019578935,-1.2872201919555664,-1.145182478427887,-1.0017586731910706,-1.0003462636470797,-1.11250497341156,-1.298542215824127,-1.2781861352920534,-1.3260663914680482
RPL41P2,-1.3343788623809814,-1.2855988597869874,-1.4263804864883425,-1.6283582782745365,-1.3572702407836914,-1.3988814115524293,-1.539269995689392,-1.4921129512786866,-1.7280501127243042
LRRN3,-1.6138744497299191,-1.4913134098052978,-1.3833391427993775,-1.5303592824935914,-1.6703811931610109,-1.2291030526161193,-1.7093045186996458,-1.5269432735443114,-1.629092712402344
DIO3OS,-1.3586943340301514,-1.5643165779113768,-1.2937945079803468,-1.664825367927551,-1.5819365644454957,-1.116833951473236,-1.6162029933929447,-0.9973494291305542,-1.475464243888855
RP11-10C24.1,-1.230902671813965,-1.362442479133606,-1.3864191007614135,-1.2917482995986935,-1.2090729022026063,-1.2417295742034913,-1.2014657950401306,-1.3281377744674685,-1.2617524766921997
LRRIQ3,-1.2847124600410462,-1.192016716003418,-1.2544014620780946,-1.1700395226478577,-1.3725927686691284,-1.2326161098480226,-1.2565629863739014,-1.3585646891593932,-1.3191384506225583
RP11-977G19.11,-1.1680806350708006,-1.2227592897415165,-1.2218438434600831,-1.212410497665405,-1.3025302743911744,-1.3662090587615965,-1.197778515815735,-1.2824943971633913,-1.2420823669433594
DPF1,-1.1248047471046447,-0.8885578465461732,-0.9747524237632752,-1.1208270812034606,-0.8722830891609192,-1.1766361260414122,-0.6832761085033418,-0.8973273205757142,-0.7581761169433594
RP11-274B21.13,-1.3557674884796145,-1.3479625844955443,-1.3462572050094603,-1.0572775554656983,-1.3385131549835203,-1.6249923276901246,-1.1374344873428344,-1.3386464095115662,-1.1318213868141176
MYO16,-1.6126889181137083,-1.3336408758163452,-1.526666874885559,-1.4038036525249482,-1.698889570236206,-1.748133716583252,-1.590105118751526,-1.784378876686096,-1.4686096048355102
C7orf57,-0.6710441771149636,-1.423505816459656,-1.1884119510650637,-0.6007035160064698,-1.113086380958557,-0.9201692056655884,-1.0217724561691284,-0.7673471963405609,-1.0036328959465028
ASB14,-1.1324389171600342,-1.3189699220657347,-1.284564266204834,-1.156980702877045,-1.3146421957015992,-1.3263634300231932,-1.2572456312179563,-1.2413465309143068,-1.2928558635711669
RP1-197B17.3,-1.3024070692062375,-1.3569707298278808,-1.4378174543380735,-1.7160832977294924,-1.436625428199768,-1.5269202136993407,-1.452318410873413,-1.5518610048294068,-1.5449478816986084
RP1-191J18.66,-1.1920361137390134,-1.157750482559204,-1.2230209398269654,-1.317326216697693,-1.047286515235901,-1.2207508969306944,-1.0088519024848936,-1.0799987936019897,-1.0831290197372436
AC005042.4,-0.6732701867818832,-0.7479967665672304,-1.0035339033603667,-0.8939800024032593,-1.0882665491104129,-1.1544325923919678,-0.7328898888826371,-0.8094673191010953,-0.5433464163541794
RP5-967N21.11,-0.9888814830780028,-1.2960687732696534,-1.3223914718627932,-1.5188811683654788,-1.2760077142715454,-1.298904428482056,-1.171630661487579,-1.302215929031372,-1.2498029136657711
RP11-540A21.2,-1.0920270133018493,-1.168644509315491,-1.2820820379257205,-1.3351981449127197,-1.111740598678589,-1.301534676551819,-0.9525958609580994,-1.357320485115051,-1.061730160713196
ADRA2B,-0.9380551946163178,-0.8306122529506684,-0.7381562470458448,-0.9083588284254074,-0.7343974163755774,-0.8481772398948669,-0.6771924808621407,-0.4535821449011564,-0.6297516013248241
BCL2L10,-1.31028306722641,-1.3382846021652222,-1.6064752912521365,-1.5783575963974,-1.2916540145874025,-1.0822133469581603,-1.2054394316673278,-1.1322922611236572,-1.3858341908454894
CTD-3025N20.3,-1.1172884368896483,-1.403858733177185,-1.494005961418152,-1.464805245399475,-1.4373292636871338,-1.2918410587310791,-1.2379794836044309,-1.440689401626587,-1.2574373531341552
VWCE,-1.119231264591217,-1.197208786010742,-1.1693102169036866,-1.0479315757751464,-1.210127627849579,-1.1273237586021423,-1.1891719651222228,-0.9705393743515016,-0.9795812129974364
CFAP74,-1.0858168530464174,-1.592114796638489,-1.3309110403060915,-1.1766656088829042,-1.345171563625336,-1.0808988690376282,-1.2881211233139038,-0.9736155962944032,-1.2167717552185058
NPFFR1,-1.3068978905677795,-1.6184917306900026,-1.481655206680298,-1.3862902998924256,-1.4529273653030397,-1.3555476331710814,-1.6307197332382202,-1.49074556350708,-1.6163622999191285
AC015849.19,-1.0141070866584776,-1.2926184988021852,-1.1487052607536317,-0.7795394432544709,-1.147505123615265,-1.290072665214539,-0.9003268814086913,-0.906403715610504,-0.9058043479919432
MTRNR2L12,-1.0071987104415894,-1.25406183719635,-1.3284842777252197,-0.5854691845178605,-1.4752225112915038,-1.1559630084037782,-1.078150782585144,-0.936788010597229,-1.0343826174736024
LINC00920,-1.658360185623169,-1.6579556703567504,-1.5194952058792115,-1.5579354619979855,-1.5160564804077148,-1.3673853421211244,-1.6822030210494994,-1.802859649658203,-1.7012722587585452
NNAT,-1.0704564428329468,-1.205038757324219,-1.1562111401557922,-0.8960858845710755,-1.1464246916770937,-1.3965918254852294,-1.0231289410591125,-0.9518056511878968,-0.9537544107437134
ABALON,-1.0458781385421754,-1.2699980211257933,-1.2084603404998782,-1.0189903926849364,-1.103253335952759,-1.170614602565765,-1.1225701022148131,-1.1603676891326906,-1.2010044407844542
AC073254.1,-1.324244031906128,-1.3907681894302368,-1.3936662435531617,-1.2566185092926023,-1.3380399799346925,-1.2695537281036375,-1.4253198337554935,-1.4052646064758298,-1.461357855796814
LRRC39,-1.1335283470153807,-1.3521669673919678,-1.2383187246322631,-1.065848529338837,-1.3352840900421143,-1.2671541452407835,-1.1365130281448363,-1.1510706186294557,-1.0915262699127195
CPEB1,-0.99411625623703,-1.1009682273864745,-0.8892752623558046,-1.0134516167640686,-1.0215921950340272,-1.1361915755271912,-0.9300845980644226,-0.8242110180854798,-0.8810466420650481
RP11-86H7.7,-1.0127451014518738,-1.434192261695862,-1.243326017856598,-1.0865104794502258,-1.3076360845565795,-1.2275454139709472,-1.3318909549713134,-1.1961610507965088,-1.3706309747695922
RP4-794H19.1,-0.7060179281234742,-1.3383495140075683,-1.2113832569122316,-0.9514080667495728,-1.1965076589584351,-1.0073885655403136,-0.9732863020896912,-1.0020299792289733,-1.0497543716430664
LINC00115,-1.201829676628113,-1.2253524875640869,-1.249855670928955,-1.4006644868850708,-1.1236012387275696,-1.4341880702972412,-1.1045086097717285,-1.3361352205276489,-1.1819184160232543
RP11-481J2.4,-1.1233163952827454,-1.3612653923034668,-1.3134146785736085,-1.2727412748336793,-1.365274143218994,-1.3387347841262816,-1.3660357236862182,-1.3006740236282348,-1.245521264076233
RP11-680G24.4,-1.0655352568626404,-1.394963135719299,-1.3415669584274297,-1.283383824825287,-1.24301766872406,-1.1574571633338928,-1.2312877464294432,-1.3041633224487303,-1.3638909435272215
RP11-549B18.1,-1.5080029296875,-1.326148366928101,-1.4898111343383789,-1.632804846763611,-1.369328532218933,-1.509817419052124,-1.3376553440093992,-1.5954221057891846,-1.5701795291900635
RP5-1056H1.2,-1.2916891956329344,-1.2640961837768554,-1.427110962867737,-1.4172401547431943,-1.1484295129776,-1.358305974006653,-1.0736745166778563,-1.130255320072174,-1.3719173669815063
HYDIN,-1.2008427405357365,-1.4759029388427731,-1.30578866481781,-1.0115768325328829,-1.3808710718154906,-1.113608362674713,-1.4326270389556883,-1.1828980875015258,-1.179190833568573
NR2F2-AS1,-1.2032869052886963,-1.409392638206482,-1.3124842929840088,-1.2654111456871031,-1.4519156455993651,-1.2117312717437745,-1.432860074043274,-1.3319362258911132,-1.5358458185195922
MASP2,-1.005869846343994,-1.3960110330581663,-1.1497339057922364,-0.8056047451496123,-1.265427236557007,-1.2799679040908811,-0.9736761045455932,-0.924165998697281,-0.912908191680908
PITRM1-AS1,-1.358297600746155,-1.349103240966797,-1.4195109605789185,-1.3250603485107422,-1.339108176231384,-1.501269974708557,-1.2717175221443175,-1.5405328369140627,-1.4007687950134278
ADAM32,-1.630647897720337,-1.2430093908309936,-1.4750875854492187,-1.558540334701538,-1.5118371343612669,-1.7306465101242066,-1.5532130384445189,-1.8648909902572632,-1.3481903004646305
RP11-82L18.2,-0.983185694217682,-1.406326503753662,-1.0830616092681884,-0.5225064805150033,-1.1758070254325863,-1.0582613229751587,-1.0724215698242188,-1.126838653087616,-1.2076685452461242
SNX32,-0.9808074736595154,-1.2919822025299073,-1.184484622478485,-0.8698290491104126,-1.0361775183677673,-1.2671420764923096,-1.0537129259109497,-1.122438077926636,-1.0535393834114075
ARL9,-1.332846531867981,-1.2086473512649536,-1.381040778160095,-1.7087716054916384,-1.256592345237732,-1.2669408893585203,-1.2867486238479615,-1.3579472970962525,-1.5786830711364748
RP4-657E11.10,-1.1999965810775757,-1.235622386932373,-1.13402010679245,-0.6029888027906418,-1.363013777732849,-1.3358574199676512,-1.140904407501221,-1.0516937255859375,-1.0609768915176392
CTD-2649C14.2,-1.1791874432563785,-1.4847072172164917,-1.290589485168457,-1.1219388055801391,-1.2762959337234498,-1.375754656791687,-1.172862093448639,-1.1294997572898864,-1.3750553798675538
TMEM233,-1.244072151184082,-1.5763283395767211,-1.3127759504318235,-0.9627636170387266,-1.5569780349731446,-1.3166161370277405,-1.5161737394332886,-1.3782187700271606,-1.3883072042465208
RP11-544M22.13,-1.147167100906372,-1.1020211410522462,-1.1223625946044922,-0.9920251965522766,-1.0385188937187195,-1.191730885505676,-1.040161020755768,-1.1451090669631958,-1.106519415378571
WFIKKN1,-1.1041379237174989,-1.3669751167297364,-1.273404531478882,-1.22562726020813,-1.2411338758468626,-1.230945796966553,-1.0666991972923276,-1.189817328453064,-1.2823118734359742
BEST4,-0.6781529927253723,-1.3661015701293946,-1.3002618312835694,-1.1438924503326415,-1.3036405038833618,-1.1540744018554687,-1.1424370050430297,-1.061576726436615,-1.14917626619339
RP5-1061H20.4,-1.0513759398460387,-1.2806838512420653,-1.17642902135849,-0.8645562887191772,-1.1867934489250185,-1.344318289756775,-1.236876335144043,-1.299958291053772,-1.2961952590942385
AC114271.2,-1.235641705989838,-1.1576174402236938,-1.1927806663513183,-1.170862603187561,-1.1521309566497804,-1.2473060989379885,-1.1050796484947203,-1.2270897364616395,-1.1956238412857054
MMEL1,-1.1311338663101196,-1.4886976480484009,-1.4158494710922245,-1.4307439517974854,-1.6284364557266238,-1.265892415046692,-1.6977117252349856,-1.200090174674988,-1.503824877738953
MTMR8,-1.5026640558242796,-1.393569493293762,-1.5020891571044923,-1.408352403640747,-1.5570397567749024,-1.5756260251998904,-1.5137410974502563,-1.6670732688903809,-1.5224675464630129
GLB1L3,0.1773572607338428,-0.9097562170028686,-0.0352061066776514,0.3939041873812675,-0.5742105981707573,0.2821133804321289,-0.2710188569128512,0.6824173468351363,0.119283557459712
AC006042.6,-1.1575051617622376,-1.6694870948791505,-1.3776704931259154,-0.9120517086982728,-1.497915663719177,-1.3703952312469485,-1.4011793994903567,-1.3098977899551394,-1.3589328527450562
RP11-1398P2.1,-0.806020131111145,-1.5984921741485594,-1.2505996131896973,-1.0091493487358094,-1.2852316904067993,-0.928114984035492,-1.0318531584739683,-1.0356084537506105,-1.1671249866485596
RP11-888D10.4,-1.195354361534119,-1.2206596779823304,-1.4193616104125977,-1.532178535461426,-1.351335382461548,-1.5194349145889283,-1.2963991022109986,-1.5830437183380126,-1.406591296195984
AC020571.3,-1.7956277990341185,-1.4314086532592774,-1.5532405138015748,-2.02078604221344,-1.702076416015625,-1.4800068473815915,-1.87534460067749,-1.7436096096038818,-2.003085923194885
RPS2P7,-1.1586229372024537,-1.3788065528869626,-1.4762446594238283,-1.5219667720794676,-1.383861289024353,-1.4100681829452513,-1.3837408733367922,-1.4783652353286745,-1.6144457244873045
FAM72D,-1.6079458045959474,-1.2146477222442629,-1.6035317373275757,-2.176999883651733,-1.4439162826538086,-1.7063968229293824,-1.369157648086548,-1.929422583580017,-1.7003452825546266
RP11-148K1.12,-0.8382233023643494,-1.292109651565552,-1.162097225189209,-1.099876983165741,-1.0460130858421326,-1.1741131448745727,-0.8093149423599243,-1.0126943826675414,-1.0450719356536866
RP11-582J16.4,-1.3943191432952882,-1.4695635652542116,-1.4163794279098512,-1.3138702368736268,-1.543083486557007,-1.4149389028549193,-1.4746903181076048,-1.365278754234314,-1.5058607578277583
AC002398.13,-1.08720632314682,-1.2885376501083374,-1.2940011835098268,-1.0443735647201535,-1.3125186681747434,-1.2537211322784425,-1.0930007457733155,-1.1589130067825315,-1.0249123406410217
TRBV20-1,-2.231009879112244,-1.6989156627655029,-1.8290379810333253,-2.234406476020813,-1.9802067613601688,-1.8699412345886224,-2.1369273138046263,-2.4124453258514404,-2.034658465385437
SLC14A1,-1.570052967071533,-1.5186806154251098,-1.4355171966552736,-1.38484201669693,-1.7108832168579102,-1.7231577157974245,-1.7409233474731445,-1.7549899625778198,-1.324706652164459
CTD-2231E14.2,-1.4397310638427734,-1.3297798347473146,-1.2240220975875853,-1.3005335903167723,-1.3426769924163815,-1.3652959060668943,-1.098704297542572,-1.2520356464385989,-1.1430284714698793
